iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,2418,1,"127.0.0.1:9001","merkle","sweep_merkle_n100000_sim99_t10","10","0.99","127.0.0.1:9001"
1,2657,1,"127.0.0.1:9000","merkle","sweep_merkle_n100000_sim99_t10","10","0.99","127.0.0.1:9000"
