iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,3847,514482176,"127.0.0.1:9001","merkle","sweep_merkle_n100000_sim10_t2","2","0.10","127.0.0.1:9001"
1,3917,514953216,"127.0.0.1:9000","merkle","sweep_merkle_n100000_sim10_t2","2","0.10","127.0.0.1:9000"
