iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,2458,0.392876599,"127.0.0.1:9001","riblt","sweep_riblt_n100000_sim100_t2","2","1","127.0.0.1:9001"
1,2462,0.405789977,"127.0.0.1:9000","riblt","sweep_riblt_n100000_sim100_t2","2","1","127.0.0.1:9000"
