iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,2279,2.663248,"127.0.0.1:9001","merkle","sweep_merkle_n100000_sim97_t1","1","0.97","127.0.0.1:9001"
1,2427,0.13680600000000043,"127.0.0.1:9000","merkle","sweep_merkle_n100000_sim97_t1","1","0.97","127.0.0.1:9000"
