iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,4854,1091,"127.0.0.1:9000","riblt","sweep_riblt_n100000_sim30_t28","28","0.30","127.0.0.1:9000"
1,4961,1141,"127.0.0.1:9001","riblt","sweep_riblt_n100000_sim30_t28","28","0.30","127.0.0.1:9001"
