iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,4270,8108420,"127.0.0.1:9000","","sweep_riblt_n100000_sim70_t3","3","0.70","127.0.0.1:9000"
1,4337,8094452,"127.0.0.1:9001","","sweep_riblt_n100000_sim70_t3","3","0.70","127.0.0.1:9001"
