iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,3421,37597,"127.0.0.1:9000","rbf_riblt","sweep_rbf_riblt_n100000_sim20_t4","4","0.20","127.0.0.1:9000"
1,3526,34429,"127.0.0.1:9001","rbf_riblt","sweep_rbf_riblt_n100000_sim20_t4","4","0.20","127.0.0.1:9001"
