iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,3867,1.7375019969999994,"127.0.0.1:9001","riblt","sweep_riblt_n100000_sim85_t3","3","0.85","127.0.0.1:9001"
1,3988,1.7966569980000004,"127.0.0.1:9000","riblt","sweep_riblt_n100000_sim85_t3","3","0.85","127.0.0.1:9000"
