iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,9350,382099456,"127.0.0.1:9001","merkle","sweep_merkle_n100000_sim00_t14","14","0","127.0.0.1:9001"
1,9778,437862400,"127.0.0.1:9000","merkle","sweep_merkle_n100000_sim00_t14","14","0","127.0.0.1:9000"
