iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,3576,1.954501702,"127.0.0.1:9000","rbf_riblt","sweep_rbf_riblt_n100000_sim97_t3","3","0.97","127.0.0.1:9000"
1,3621,2.092244598,"127.0.0.1:9001","rbf_riblt","sweep_rbf_riblt_n100000_sim97_t3","3","0.97","127.0.0.1:9001"
