iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,7850,0.24170832,"127.0.0.1:9000","riblt","sweep_riblt_n100000_sim05_t4","4","0.05","127.0.0.1:9000"
1,7855,0.236235055,"127.0.0.1:9001","riblt","sweep_riblt_n100000_sim05_t4","4","0.05","127.0.0.1:9001"
