iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,2714,1,"127.0.0.1:9001","","","","","127.0.0.1:9001"
1,2741,1,"127.0.0.1:9000","","","","","127.0.0.1:9000"
