iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,3730,3020,"127.0.0.1:9000","riblt","sweep_riblt_n100000_sim60_t17","17","0.60","127.0.0.1:9000"
1,3733,3022,"127.0.0.1:9001","riblt","sweep_riblt_n100000_sim60_t17","17","0.60","127.0.0.1:9001"
