iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,3683,1,"127.0.0.1:9001","rbf_riblt","sweep_rbf_riblt_n100000_sim60_t10","10","0.60","127.0.0.1:9001"
1,3855,1,"127.0.0.1:9000","rbf_riblt","sweep_rbf_riblt_n100000_sim60_t10","10","0.60","127.0.0.1:9000"
