iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,4102,28572,"127.0.0.1:9001","riblt","sweep_riblt_n100000_sim75_t2","2","0.75","127.0.0.1:9001"
1,4210,28572,"127.0.0.1:9000","riblt","sweep_riblt_n100000_sim75_t2","2","0.75","127.0.0.1:9000"
