iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,5277,10.799661,"127.0.0.1:9001","riblt","sweep_riblt_n100000_sim20_t9","9","0.20","127.0.0.1:9001"
1,5280,0.13086599999999926,"127.0.0.1:9000","riblt","sweep_riblt_n100000_sim20_t9","9","0.20","127.0.0.1:9000"
