iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,4335,65976177,"127.0.0.1:9001","","sweep_merkle_n100000_sim00_t1","1","0","127.0.0.1:9001"
1,4366,65976177,"127.0.0.1:9000","","sweep_merkle_n100000_sim00_t1","1","0","127.0.0.1:9000"
