run_dir,iteration,round_duration_seconds,protocol,trial,similarity,run_id
sweep_merkle_n100000_sim50_t2,1,1.141885037,merkle,2,0.5,sweep_merkle_n100000_sim50_t2
sweep_merkle_n100000_sim50_t3,1,1.201882867,merkle,3,0.5,sweep_merkle_n100000_sim50_t3
sweep_merkle_n100000_sim50_t3,1,1.170563613,merkle,3,0.5,sweep_merkle_n100000_sim50_t3
sweep_merkle_n100000_sim50_t4,1,1.039786405,merkle,4,0.5,sweep_merkle_n100000_sim50_t4
sweep_merkle_n100000_sim50_t4,1,1.073358528,merkle,4,0.5,sweep_merkle_n100000_sim50_t4
sweep_merkle_n100000_sim50_t5,1,1.117143972,merkle,5,0.5,sweep_merkle_n100000_sim50_t5
sweep_merkle_n100000_sim50_t5,1,1.097735651,merkle,5,0.5,sweep_merkle_n100000_sim50_t5
sweep_rbf_riblt_n100000_sim50_t1,1,2.293695774,rbf_riblt,1,0.5,sweep_rbf_riblt_n100000_sim50_t1
sweep_rbf_riblt_n100000_sim50_t1,1,2.417159509,rbf_riblt,1,0.5,sweep_rbf_riblt_n100000_sim50_t1
sweep_rbf_riblt_n100000_sim50_t2,1,2.113218021,rbf_riblt,2,0.5,sweep_rbf_riblt_n100000_sim50_t2
sweep_rbf_riblt_n100000_sim50_t2,1,2.012848338,rbf_riblt,2,0.5,sweep_rbf_riblt_n100000_sim50_t2
sweep_rbf_riblt_n100000_sim50_t3,1,2.272882746,rbf_riblt,3,0.5,sweep_rbf_riblt_n100000_sim50_t3
sweep_rbf_riblt_n100000_sim50_t3,1,2.449078857,rbf_riblt,3,0.5,sweep_rbf_riblt_n100000_sim50_t3
sweep_rbf_riblt_n100000_sim50_t4,1,2.000101823,rbf_riblt,4,0.5,sweep_rbf_riblt_n100000_sim50_t4
sweep_rbf_riblt_n100000_sim50_t4,1,2.143167486,rbf_riblt,4,0.5,sweep_rbf_riblt_n100000_sim50_t4
sweep_rbf_riblt_n100000_sim50_t5,1,2.051054953,rbf_riblt,5,0.5,sweep_rbf_riblt_n100000_sim50_t5
sweep_rbf_riblt_n100000_sim50_t5,1,2.273115115,rbf_riblt,5,0.5,sweep_rbf_riblt_n100000_sim50_t5
sweep_riblt_n100000_sim60_t1,1,2.583024081,riblt,1,0.6,sweep_riblt_n100000_sim60_t1
sweep_riblt_n100000_sim60_t1,1,2.710189203,riblt,1,0.6,sweep_riblt_n100000_sim60_t1
sweep_riblt_n100000_sim60_t2,1,2.7277030570000003,riblt,2,0.6,sweep_riblt_n100000_sim60_t2
sweep_riblt_n100000_sim60_t2,1,2.734689626,riblt,2,0.6,sweep_riblt_n100000_sim60_t2
sweep_riblt_n100000_sim60_t3,1,2.676772,riblt,3,0.6,sweep_riblt_n100000_sim60_t3
sweep_riblt_n100000_sim60_t3,1,2.688908314,riblt,3,0.6,sweep_riblt_n100000_sim60_t3
sweep_riblt_n100000_sim60_t4,1,2.747490496,riblt,4,0.6,sweep_riblt_n100000_sim60_t4
sweep_riblt_n100000_sim60_t4,1,2.79934895,riblt,4,0.6,sweep_riblt_n100000_sim60_t4
sweep_riblt_n100000_sim60_t5,1,2.837539795,riblt,5,0.6,sweep_riblt_n100000_sim60_t5
sweep_riblt_n100000_sim60_t5,1,2.859776411,riblt,5,0.6,sweep_riblt_n100000_sim60_t5
sweep_merkle_n100000_sim60_t1,1,0.993031942,merkle,1,0.6,sweep_merkle_n100000_sim60_t1
