run_id,protocol,trial,similarity,iteration,rss_memory_bytes,similarity_numeric,rss_memory_mb
sweep_riblt_n100000_sim50_t1,riblt,1,0.5,1,274198528,0.5,261.49609375
sweep_riblt_n100000_sim50_t2,riblt,2,0.5,1,269545472,0.5,257.05859375
sweep_riblt_n100000_sim50_t3,riblt,3,0.5,1,248729600,0.5,237.20703125
sweep_riblt_n100000_sim50_t4,riblt,4,0.5,1,253747200,0.5,241.9921875
sweep_riblt_n100000_sim50_t5,riblt,5,0.5,1,251416576,0.5,239.76953125
sweep_riblt_n100000_sim60_t1,riblt,1,0.6,1,223453184,0.6,213.1015625
sweep_riblt_n100000_sim60_t2,riblt,2,0.6,1,269553664,0.6,257.06640625
sweep_riblt_n100000_sim60_t3,riblt,3,0.6,1,261160960,0.6,249.0625
sweep_riblt_n100000_sim60_t4,riblt,4,0.6,1,242552832,0.6,231.31640625
sweep_riblt_n100000_sim60_t5,riblt,5,0.6,1,260931584,0.6,248.84375
sweep_riblt_n100000_sim70_t1,riblt,1,0.7,1,214355968,0.7,204.42578125
sweep_riblt_n100000_sim70_t2,riblt,2,0.7,1,236879872,0.7,225.90625
sweep_riblt_n100000_sim70_t3,riblt,3,0.7,1,223399936,0.7,213.05078125
sweep_riblt_n100000_sim70_t4,riblt,4,0.7,1,232734720,0.7,221.953125
sweep_riblt_n100000_sim70_t5,riblt,5,0.7,1,214917120,0.7,204.9609375
sweep_riblt_n100000_sim75_t1,riblt,1,0.75,1,206057472,0.75,196.51171875
sweep_riblt_n100000_sim75_t2,riblt,2,0.75,1,199884800,0.75,190.625
sweep_riblt_n100000_sim75_t3,riblt,3,0.75,1,198434816,0.75,189.2421875
sweep_riblt_n100000_sim75_t4,riblt,4,0.75,1,208416768,0.75,198.76171875
sweep_riblt_n100000_sim75_t5,riblt,5,0.75,1,200572928,0.75,191.28125
sweep_riblt_n100000_sim80_t1,riblt,1,0.8,1,193675264,0.8,184.703125
sweep_riblt_n100000_sim80_t2,riblt,2,0.8,1,195903488,0.8,186.828125
sweep_riblt_n100000_sim80_t3,riblt,3,0.8,1,184791040,0.8,176.23046875
sweep_riblt_n100000_sim80_t4,riblt,4,0.8,1,193490944,0.8,184.52734375
sweep_riblt_n100000_sim80_t5,riblt,5,0.8,1,192888832,0.8,183.953125
sweep_riblt_n100000_sim85_t1,riblt,1,0.85,1,184836096,0.85,176.2734375
sweep_riblt_n100000_sim85_t2,riblt,2,0.85,1,180076544,0.85,171.734375
sweep_riblt_n100000_sim85_t3,riblt,3,0.85,1,181460992,0.85,173.0546875
sweep_riblt_n100000_sim85_t4,riblt,4,0.85,1,181493760,0.85,173.0859375
sweep_riblt_n100000_sim85_t5,riblt,5,0.85,1,178503680,0.85,170.234375
sweep_riblt_n100000_sim90_t1,riblt,1,0.9,1,174956544,0.9,166.8515625
sweep_riblt_n100000_sim90_t2,riblt,2,0.9,1,174227456,0.9,166.15625
sweep_riblt_n100000_sim90_t3,riblt,3,0.9,1,178679808,0.9,170.40234375
sweep_riblt_n100000_sim90_t4,riblt,4,0.9,1,176361472,0.9,168.19140625
sweep_riblt_n100000_sim90_t5,riblt,5,0.9,1,175833088,0.9,167.6875
sweep_riblt_n100000_sim95_t1,riblt,1,0.95,1,169377792,0.95,161.53125
sweep_riblt_n100000_sim95_t2,riblt,2,0.95,1,170455040,0.95,162.55859375
sweep_riblt_n100000_sim95_t3,riblt,3,0.95,1,160694272,0.95,153.25
sweep_riblt_n100000_sim95_t4,riblt,4,0.95,1,171270144,0.95,163.3359375
sweep_riblt_n100000_sim95_t5,riblt,5,0.95,1,166244352,0.95,158.54296875
sweep_riblt_n100000_sim97_t1,riblt,1,0.97,1,168505344,0.97,160.69921875
sweep_riblt_n100000_sim97_t2,riblt,2,0.97,1,170078208,0.97,162.19921875
sweep_riblt_n100000_sim97_t3,riblt,3,0.97,1,180080640,0.97,171.73828125
sweep_riblt_n100000_sim97_t4,riblt,4,0.97,1,169918464,0.97,162.046875
sweep_riblt_n100000_sim97_t5,riblt,5,0.97,1,179535872,0.97,171.21875
sweep_riblt_n100000_sim99_t1,riblt,1,0.99,1,168734720,0.99,160.91796875
sweep_riblt_n100000_sim99_t2,riblt,2,0.99,1,168697856,0.99,160.8828125
sweep_riblt_n100000_sim99_t3,riblt,3,0.99,1,158478336,0.99,151.13671875
sweep_riblt_n100000_sim99_t4,riblt,4,0.99,1,168919040,0.99,161.09375
sweep_riblt_n100000_sim99_t5,riblt,5,0.99,1,168800256,0.99,160.98046875
