iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,6483,17.230964999999998,"127.0.0.1:9000","riblt","sweep_riblt_n100000_sim10_t2","2","0.10","127.0.0.1:9000"
1,6488,0.10362100000000041,"127.0.0.1:9001","riblt","sweep_riblt_n100000_sim10_t2","2","0.10","127.0.0.1:9001"
