iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,3199,235,"127.0.0.1:9000","rbf_riblt","sweep_rbf_riblt_n100000_sim05_t3","3","0.05","127.0.0.1:9000"
1,3330,46,"127.0.0.1:9001","rbf_riblt","sweep_rbf_riblt_n100000_sim05_t3","3","0.05","127.0.0.1:9001"
