iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,6759,5.104548671,"127.0.0.1:9001","riblt","sweep_riblt_n100000_sim05_t17","17","0.05","127.0.0.1:9001"
1,6772,5.151566376,"127.0.0.1:9000","riblt","sweep_riblt_n100000_sim05_t17","17","0.05","127.0.0.1:9000"
