run_dir,iteration,round_duration_seconds,protocol,trial,similarity,run_id
sweep_rbf_riblt_n100000_sim95_t29,1,1.867433742,rbf_riblt,29,0.95,sweep_rbf_riblt_n100000_sim95_t29
sweep_rbf_riblt_n100000_sim95_t29,1,2.087538457,rbf_riblt,29,0.95,sweep_rbf_riblt_n100000_sim95_t29
sweep_rbf_riblt_n100000_sim95_t30,1,1.756879539,rbf_riblt,30,0.95,sweep_rbf_riblt_n100000_sim95_t30
sweep_rbf_riblt_n100000_sim95_t30,1,1.979578647,rbf_riblt,30,0.95,sweep_rbf_riblt_n100000_sim95_t30
sweep_riblt_n100000_sim97_t1,1,1.22343248,riblt,1,0.97,sweep_riblt_n100000_sim97_t1
sweep_riblt_n100000_sim97_t1,1,1.23228367,riblt,1,0.97,sweep_riblt_n100000_sim97_t1
sweep_riblt_n100000_sim97_t2,1,1.177874415,riblt,2,0.97,sweep_riblt_n100000_sim97_t2
sweep_riblt_n100000_sim97_t2,1,1.253119194,riblt,2,0.97,sweep_riblt_n100000_sim97_t2
sweep_riblt_n100000_sim97_t3,1,1.104846884,riblt,3,0.97,sweep_riblt_n100000_sim97_t3
sweep_riblt_n100000_sim97_t3,1,1.220802117,riblt,3,0.97,sweep_riblt_n100000_sim97_t3
sweep_riblt_n100000_sim97_t4,1,1.14717926,riblt,4,0.97,sweep_riblt_n100000_sim97_t4
sweep_riblt_n100000_sim97_t4,1,1.238841408,riblt,4,0.97,sweep_riblt_n100000_sim97_t4
sweep_riblt_n100000_sim97_t5,1,1.206006949,riblt,5,0.97,sweep_riblt_n100000_sim97_t5
sweep_riblt_n100000_sim97_t5,1,1.301480053,riblt,5,0.97,sweep_riblt_n100000_sim97_t5
sweep_riblt_n100000_sim97_t6,1,1.20064342,riblt,6,0.97,sweep_riblt_n100000_sim97_t6
sweep_riblt_n100000_sim97_t6,1,1.153569801,riblt,6,0.97,sweep_riblt_n100000_sim97_t6
sweep_riblt_n100000_sim97_t7,1,1.208740812,riblt,7,0.97,sweep_riblt_n100000_sim97_t7
sweep_riblt_n100000_sim97_t7,1,1.2865283,riblt,7,0.97,sweep_riblt_n100000_sim97_t7
sweep_riblt_n100000_sim97_t8,1,1.177045183,riblt,8,0.97,sweep_riblt_n100000_sim97_t8
sweep_riblt_n100000_sim97_t8,1,1.268344715,riblt,8,0.97,sweep_riblt_n100000_sim97_t8
sweep_riblt_n100000_sim97_t9,1,1.169777224,riblt,9,0.97,sweep_riblt_n100000_sim97_t9
sweep_riblt_n100000_sim97_t9,1,1.267772086,riblt,9,0.97,sweep_riblt_n100000_sim97_t9
sweep_riblt_n100000_sim97_t10,1,1.155883776,riblt,10,0.97,sweep_riblt_n100000_sim97_t10
sweep_riblt_n100000_sim97_t10,1,1.247668984,riblt,10,0.97,sweep_riblt_n100000_sim97_t10
sweep_riblt_n100000_sim97_t11,1,1.143992188,riblt,11,0.97,sweep_riblt_n100000_sim97_t11
sweep_riblt_n100000_sim97_t11,1,1.171733963,riblt,11,0.97,sweep_riblt_n100000_sim97_t11
sweep_riblt_n100000_sim97_t12,1,1.141506258,riblt,12,0.97,sweep_riblt_n100000_sim97_t12
