source,protocol,trial,similarity,size,difference,round_duration_seconds
baseline,riblt,27,0.7,100000,35296,1.994934582
baseline,riblt,28,0.7,100000,35296,1.802798364
baseline,riblt,28,0.7,100000,35296,1.804959754
baseline,riblt,29,0.7,100000,35296,1.893722338
baseline,riblt,29,0.7,100000,35296,1.94881094
baseline,riblt,30,0.7,100000,35296,1.962627593
baseline,riblt,30,0.7,100000,35296,2.007709135
baseline,riblt,1,0.75,100000,28572,1.832601274
baseline,riblt,1,0.75,100000,28572,1.953356109
baseline,riblt,2,0.75,100000,28572,1.762115257
baseline,riblt,2,0.75,100000,28572,1.71969146
baseline,riblt,3,0.75,100000,28572,1.751599173
baseline,riblt,3,0.75,100000,28572,1.746104885
baseline,riblt,4,0.75,100000,28572,1.844677658
baseline,riblt,4,0.75,100000,28572,1.879670601
baseline,riblt,5,0.75,100000,28572,1.701792886
baseline,riblt,5,0.75,100000,28572,1.713095538
baseline,riblt,6,0.75,100000,28572,1.749853596
baseline,riblt,6,0.75,100000,28572,1.768153522
baseline,riblt,7,0.75,100000,28572,1.777973592
baseline,riblt,7,0.75,100000,28572,1.866520532
baseline,riblt,8,0.75,100000,28572,1.784183068
baseline,riblt,8,0.75,100000,28572,1.845358865
baseline,riblt,9,0.75,100000,28572,1.69403657
baseline,riblt,9,0.75,100000,28572,1.788160344
baseline,riblt,10,0.75,100000,28572,1.958177471
baseline,riblt,10,0.75,100000,28572,1.968564568
baseline,riblt,11,0.75,100000,28572,1.811753859
baseline,riblt,11,0.75,100000,28572,1.834015746
baseline,riblt,12,0.75,100000,28572,1.869143069
baseline,riblt,12,0.75,100000,28572,2.002798971
baseline,riblt,13,0.75,100000,28572,1.75668294
baseline,riblt,13,0.75,100000,28572,1.796306778
baseline,riblt,14,0.75,100000,28572,1.726760026
baseline,riblt,14,0.75,100000,28572,1.807245291
baseline,riblt,15,0.75,100000,28572,1.694586823
baseline,riblt,15,0.75,100000,28572,1.742020956
baseline,riblt,16,0.75,100000,28572,1.78778513
baseline,riblt,16,0.75,100000,28572,1.815853352
baseline,riblt,17,0.75,100000,28572,1.704163173
baseline,riblt,17,0.75,100000,28572,1.721467294
baseline,riblt,18,0.75,100000,28572,1.846910892
baseline,riblt,18,0.75,100000,28572,1.936860567
baseline,riblt,19,0.75,100000,28572,1.715722739
baseline,riblt,19,0.75,100000,28572,1.732115569
baseline,riblt,20,0.75,100000,28572,1.901471253
baseline,riblt,20,0.75,100000,28572,1.995132156
baseline,riblt,21,0.75,100000,28572,1.764533622
baseline,riblt,21,0.75,100000,28572,1.81695624
baseline,riblt,22,0.75,100000,28572,1.711398855
baseline,riblt,22,0.75,100000,28572,1.784749661
baseline,riblt,23,0.75,100000,28572,1.6917645019999998
baseline,riblt,23,0.75,100000,28572,1.766860992
baseline,riblt,24,0.75,100000,28572,1.8046976
baseline,riblt,24,0.75,100000,28572,1.846542731
baseline,riblt,25,0.75,100000,28572,1.67255551
baseline,riblt,25,0.75,100000,28572,1.694664087
baseline,riblt,26,0.75,100000,28572,1.845503885
baseline,riblt,26,0.75,100000,28572,1.8847528
baseline,riblt,27,0.75,100000,28572,1.751959794
baseline,riblt,27,0.75,100000,28572,1.7412920079999998
baseline,riblt,28,0.75,100000,28572,1.755563008
baseline,riblt,28,0.75,100000,28572,1.818967408
baseline,riblt,29,0.75,100000,28572,1.734477913
baseline,riblt,29,0.75,100000,28572,1.736456868
baseline,riblt,30,0.75,100000,28572,1.850481153
baseline,riblt,30,0.75,100000,28572,1.851899702
baseline,riblt,1,0.8,100000,22224,1.64364806
baseline,riblt,1,0.8,100000,22224,1.62968713
baseline,riblt,2,0.8,100000,22224,1.741944591
baseline,riblt,2,0.8,100000,22224,1.796274012
baseline,riblt,3,0.8,100000,22224,1.578936825
baseline,riblt,3,0.8,100000,22224,1.615758703
baseline,riblt,4,0.8,100000,22224,1.569487835
baseline,riblt,4,0.8,100000,22224,1.800568367
baseline,riblt,5,0.8,100000,22224,1.693676494
baseline,riblt,5,0.8,100000,22224,1.638940321
baseline,riblt,6,0.8,100000,22224,1.618625907
baseline,riblt,6,0.8,100000,22224,1.703793475
baseline,riblt,7,0.8,100000,22224,1.608940014
baseline,riblt,7,0.8,100000,22224,1.606685815
baseline,riblt,8,0.8,100000,22224,1.629214926
baseline,riblt,8,0.8,100000,22224,1.670560562
baseline,riblt,9,0.8,100000,22224,1.593724416
baseline,riblt,9,0.8,100000,22224,1.708727281
baseline,riblt,10,0.8,100000,22224,1.5733578339999998
baseline,riblt,10,0.8,100000,22224,1.6558663999999998
baseline,riblt,11,0.8,100000,22224,1.566856078
baseline,riblt,11,0.8,100000,22224,1.6824326859999998
baseline,riblt,12,0.8,100000,22224,1.635145003
baseline,riblt,12,0.8,100000,22224,1.616246364
baseline,riblt,13,0.8,100000,22224,1.595439294
baseline,riblt,13,0.8,100000,22224,1.713534377
baseline,riblt,14,0.8,100000,22224,1.6058313119999998
baseline,riblt,14,0.8,100000,22224,1.644543789
baseline,riblt,15,0.8,100000,22224,1.669323534
baseline,riblt,15,0.8,100000,22224,1.6663794429999998
baseline,riblt,16,0.8,100000,22224,1.652575221
baseline,riblt,16,0.8,100000,22224,1.748327439
baseline,riblt,17,0.8,100000,22224,1.598989393
baseline,riblt,17,0.8,100000,22224,1.595454585
baseline,riblt,18,0.8,100000,22224,1.606734496
baseline,riblt,18,0.8,100000,22224,1.668459191
baseline,riblt,19,0.8,100000,22224,1.579552732
baseline,riblt,19,0.8,100000,22224,1.5622334169999998
baseline,riblt,20,0.8,100000,22224,1.623269808
baseline,riblt,20,0.8,100000,22224,1.707479629
baseline,riblt,21,0.8,100000,22224,1.758937423
baseline,riblt,21,0.8,100000,22224,1.948413865
baseline,riblt,22,0.8,100000,22224,1.543679675
baseline,riblt,22,0.8,100000,22224,1.722014264
baseline,riblt,23,0.8,100000,22224,1.617474463
baseline,riblt,23,0.8,100000,22224,1.774280469
baseline,riblt,24,0.8,100000,22224,1.609767109
baseline,riblt,24,0.8,100000,22224,1.640826302
baseline,riblt,25,0.8,100000,22224,1.606237173
baseline,riblt,25,0.8,100000,22224,1.665593755
baseline,riblt,26,0.8,100000,22224,1.691165221
baseline,riblt,26,0.8,100000,22224,1.812838396
baseline,riblt,27,0.8,100000,22224,1.612947141
baseline,riblt,27,0.8,100000,22224,1.677870283
baseline,riblt,28,0.8,100000,22224,1.638891699
baseline,riblt,28,0.8,100000,22224,1.662739428
baseline,riblt,29,0.8,100000,22224,1.556209229
baseline,riblt,29,0.8,100000,22224,1.748388305
baseline,riblt,30,0.8,100000,22224,1.658205368
baseline,riblt,30,0.8,100000,22224,1.68390885
baseline,riblt,1,0.85,100000,16218,1.451160716
baseline,riblt,1,0.85,100000,16218,1.577799751
baseline,riblt,2,0.85,100000,16218,1.493561546
baseline,riblt,2,0.85,100000,16218,1.583830885
baseline,riblt,3,0.85,100000,16218,1.534358122
baseline,riblt,3,0.85,100000,16218,1.6005410960000002
baseline,riblt,4,0.85,100000,16218,1.57141791
baseline,riblt,4,0.85,100000,16218,1.614946755
baseline,riblt,5,0.85,100000,16218,1.504969673
baseline,riblt,5,0.85,100000,16218,1.574557267
baseline,riblt,6,0.85,100000,16218,1.483816493
baseline,riblt,6,0.85,100000,16218,1.466179411
baseline,riblt,7,0.85,100000,16218,1.495506865
baseline,riblt,7,0.85,100000,16218,1.555004912
baseline,riblt,8,0.85,100000,16218,1.569586571
baseline,riblt,8,0.85,100000,16218,1.513318962
baseline,riblt,9,0.85,100000,16218,1.52152628
baseline,riblt,9,0.85,100000,16218,1.653771468
baseline,riblt,10,0.85,100000,16218,1.582094356
baseline,riblt,10,0.85,100000,16218,1.757203706
baseline,riblt,11,0.85,100000,16218,1.527867571
baseline,riblt,11,0.85,100000,16218,1.617198029
baseline,riblt,12,0.85,100000,16218,1.536683067
baseline,riblt,12,0.85,100000,16218,1.704729928
baseline,riblt,13,0.85,100000,16218,1.519351323
baseline,riblt,13,0.85,100000,16218,1.578403291
baseline,riblt,14,0.85,100000,16218,1.499637015
baseline,riblt,14,0.85,100000,16218,1.655784251
baseline,riblt,15,0.85,100000,16218,1.563119286
baseline,riblt,15,0.85,100000,16218,1.561200327
baseline,riblt,16,0.85,100000,16218,1.443645267
baseline,riblt,16,0.85,100000,16218,1.660897314
baseline,riblt,17,0.85,100000,16218,1.534177195
baseline,riblt,17,0.85,100000,16218,1.620023271
baseline,riblt,18,0.85,100000,16218,1.604337616
baseline,riblt,18,0.85,100000,16218,1.5869069850000002
baseline,riblt,19,0.85,100000,16218,1.529842134
baseline,riblt,19,0.85,100000,16218,1.613217016
baseline,riblt,20,0.85,100000,16218,1.5284446040000002
baseline,riblt,20,0.85,100000,16218,1.508306577
baseline,riblt,21,0.85,100000,16218,1.525096058
baseline,riblt,21,0.85,100000,16218,1.645770359
baseline,riblt,22,0.85,100000,16218,1.578820178
baseline,riblt,22,0.85,100000,16218,1.607183828
baseline,riblt,23,0.85,100000,16218,1.548597206
baseline,riblt,23,0.85,100000,16218,1.55651022
baseline,riblt,24,0.85,100000,16218,1.585821469
baseline,riblt,24,0.85,100000,16218,1.666402909
baseline,riblt,25,0.85,100000,16218,1.59189814
baseline,riblt,25,0.85,100000,16218,1.5509567789999998
baseline,riblt,26,0.85,100000,16218,1.561776161
baseline,riblt,26,0.85,100000,16218,1.705825487
baseline,riblt,27,0.85,100000,16218,1.472007308
baseline,riblt,27,0.85,100000,16218,1.505249299
baseline,riblt,28,0.85,100000,16218,1.52799135
baseline,riblt,28,0.85,100000,16218,1.6454218699999998
baseline,riblt,29,0.85,100000,16218,1.48615839
baseline,riblt,29,0.85,100000,16218,1.627149227
baseline,riblt,30,0.85,100000,16218,1.501923789
baseline,riblt,30,0.85,100000,16218,1.5181313589999998
baseline,riblt,1,0.9,100000,10528,1.45546729
baseline,riblt,1,0.9,100000,10528,1.525229844
baseline,riblt,2,0.9,100000,10528,1.493560245
baseline,riblt,2,0.9,100000,10528,1.521743151
baseline,riblt,3,0.9,100000,10528,1.449763201
baseline,riblt,3,0.9,100000,10528,1.469714405
baseline,riblt,4,0.9,100000,10528,1.408574588
baseline,riblt,4,0.9,100000,10528,1.50718228
baseline,riblt,5,0.9,100000,10528,1.397186754
baseline,riblt,5,0.9,100000,10528,1.484095336
baseline,riblt,6,0.9,100000,10528,1.40362227
baseline,riblt,6,0.9,100000,10528,1.495572622
baseline,riblt,7,0.9,100000,10528,1.45778961
baseline,riblt,7,0.9,100000,10528,1.463782828
baseline,riblt,8,0.9,100000,10528,1.421631594
baseline,riblt,8,0.9,100000,10528,1.536443156
baseline,riblt,9,0.9,100000,10528,1.399354739
baseline,riblt,9,0.9,100000,10528,1.594209624
baseline,riblt,10,0.9,100000,10528,1.43565822
baseline,riblt,10,0.9,100000,10528,1.459803741
baseline,riblt,11,0.9,100000,10528,1.444631209
baseline,riblt,11,0.9,100000,10528,1.459337754
baseline,riblt,12,0.9,100000,10528,1.53136448
baseline,riblt,12,0.9,100000,10528,1.560947213
baseline,riblt,13,0.9,100000,10528,1.454994662
baseline,riblt,13,0.9,100000,10528,1.436280207
baseline,riblt,14,0.9,100000,10528,1.441313032
baseline,riblt,14,0.9,100000,10528,1.47558763
baseline,riblt,15,0.9,100000,10528,1.434247744
baseline,riblt,15,0.9,100000,10528,1.528499362
baseline,riblt,16,0.9,100000,10528,1.409807767
baseline,riblt,16,0.9,100000,10528,1.364583806
baseline,riblt,17,0.9,100000,10528,1.405928428
baseline,riblt,17,0.9,100000,10528,1.494563691
baseline,riblt,18,0.9,100000,10528,1.391903181
baseline,riblt,18,0.9,100000,10528,1.49525176
baseline,riblt,19,0.9,100000,10528,1.424162782
baseline,riblt,19,0.9,100000,10528,1.455351723
baseline,riblt,20,0.9,100000,10528,1.426513912
baseline,riblt,20,0.9,100000,10528,1.448612384
baseline,riblt,21,0.9,100000,10528,1.421310313
baseline,riblt,21,0.9,100000,10528,1.554290513
baseline,riblt,22,0.9,100000,10528,1.425391481
baseline,riblt,22,0.9,100000,10528,1.465214617
baseline,riblt,23,0.9,100000,10528,1.404126838
baseline,riblt,23,0.9,100000,10528,1.510350291
baseline,riblt,24,0.9,100000,10528,1.519850023
baseline,riblt,24,0.9,100000,10528,1.654621579
baseline,riblt,25,0.9,100000,10528,1.414845713
baseline,riblt,25,0.9,100000,10528,1.451535211
baseline,riblt,26,0.9,100000,10528,1.390923331
baseline,riblt,26,0.9,100000,10528,1.457852137
baseline,riblt,27,0.9,100000,10528,1.401266745
baseline,riblt,27,0.9,100000,10528,1.509626712
baseline,riblt,28,0.9,100000,10528,1.395449942
baseline,riblt,28,0.9,100000,10528,1.498920949
baseline,riblt,29,0.9,100000,10528,1.401502589
baseline,riblt,29,0.9,100000,10528,1.437145725
baseline,riblt,30,0.9,100000,10528,1.41563992
baseline,riblt,30,0.9,100000,10528,1.472188568
baseline,riblt,1,0.95,100000,5130,1.315702008
baseline,riblt,1,0.95,100000,5130,1.450193611
baseline,riblt,2,0.95,100000,5130,1.258583812
baseline,riblt,2,0.95,100000,5130,1.272872632
baseline,riblt,3,0.95,100000,5130,1.264044417
baseline,riblt,3,0.95,100000,5130,1.298167171
baseline,riblt,4,0.95,100000,5130,1.264839766
baseline,riblt,4,0.95,100000,5130,1.270400456
baseline,riblt,5,0.95,100000,5130,1.289133481
baseline,riblt,5,0.95,100000,5130,1.31080864
baseline,riblt,6,0.95,100000,5130,1.254948704
baseline,riblt,6,0.95,100000,5130,1.415326614
baseline,riblt,7,0.95,100000,5130,1.276015684
baseline,riblt,7,0.95,100000,5130,1.347558327
baseline,riblt,8,0.95,100000,5130,1.314288262
baseline,riblt,8,0.95,100000,5130,1.338781096
baseline,riblt,9,0.95,100000,5130,1.336078238
baseline,riblt,9,0.95,100000,5130,1.337034085
baseline,riblt,10,0.95,100000,5130,1.271773519
baseline,riblt,10,0.95,100000,5130,1.272048065
baseline,riblt,11,0.95,100000,5130,1.280754611
baseline,riblt,11,0.95,100000,5130,1.327597899
baseline,riblt,12,0.95,100000,5130,1.298286157
baseline,riblt,12,0.95,100000,5130,1.345670086
baseline,riblt,13,0.95,100000,5130,1.326614321
baseline,riblt,13,0.95,100000,5130,1.349698177
baseline,riblt,14,0.95,100000,5130,1.285795744
baseline,riblt,14,0.95,100000,5130,1.356808292
baseline,riblt,15,0.95,100000,5130,1.284913507
baseline,riblt,15,0.95,100000,5130,1.42163444
baseline,riblt,16,0.95,100000,5130,1.271326799
baseline,riblt,16,0.95,100000,5130,1.301949041
baseline,riblt,17,0.95,100000,5130,1.272507114
baseline,riblt,17,0.95,100000,5130,1.30885934
baseline,riblt,18,0.95,100000,5130,1.239894675
baseline,riblt,18,0.95,100000,5130,1.328333101
baseline,riblt,19,0.95,100000,5130,1.269156964
baseline,riblt,19,0.95,100000,5130,1.321366924
baseline,riblt,20,0.95,100000,5130,1.258215005
baseline,riblt,20,0.95,100000,5130,1.448593285
baseline,riblt,21,0.95,100000,5130,1.286403347
baseline,riblt,21,0.95,100000,5130,1.305306018
baseline,riblt,22,0.95,100000,5130,1.245749876
baseline,riblt,22,0.95,100000,5130,1.263057723
baseline,riblt,23,0.95,100000,5130,1.262480482
baseline,riblt,23,0.95,100000,5130,1.362742331
baseline,riblt,24,0.95,100000,5130,1.251714244
baseline,riblt,24,0.95,100000,5130,1.299183727
baseline,riblt,25,0.95,100000,5130,1.262488719
baseline,riblt,25,0.95,100000,5130,1.375796911
baseline,riblt,26,0.95,100000,5130,1.310049344
baseline,riblt,26,0.95,100000,5130,1.443556459
baseline,riblt,27,0.95,100000,5130,1.279400142
baseline,riblt,27,0.95,100000,5130,1.382846052
baseline,riblt,28,0.95,100000,5130,1.305275481
baseline,riblt,28,0.95,100000,5130,1.435963315
baseline,riblt,29,0.95,100000,5130,1.24228392
baseline,riblt,29,0.95,100000,5130,1.31508936
baseline,riblt,30,0.95,100000,5130,1.294355799
baseline,riblt,30,0.95,100000,5130,1.372875789
baseline,riblt,1,0.97,100000,3046,1.22343248
baseline,riblt,1,0.97,100000,3046,1.23228367
baseline,riblt,2,0.97,100000,3046,1.177874415
baseline,riblt,2,0.97,100000,3046,1.253119194
baseline,riblt,3,0.97,100000,3046,1.104846884
baseline,riblt,3,0.97,100000,3046,1.220802117
baseline,riblt,4,0.97,100000,3046,1.14717926
baseline,riblt,4,0.97,100000,3046,1.238841408
baseline,riblt,5,0.97,100000,3046,1.206006949
baseline,riblt,5,0.97,100000,3046,1.301480053
baseline,riblt,6,0.97,100000,3046,1.20064342
baseline,riblt,6,0.97,100000,3046,1.153569801
baseline,riblt,7,0.97,100000,3046,1.208740812
baseline,riblt,7,0.97,100000,3046,1.2865283
baseline,riblt,8,0.97,100000,3046,1.177045183
baseline,riblt,8,0.97,100000,3046,1.268344715
baseline,riblt,9,0.97,100000,3046,1.169777224
baseline,riblt,9,0.97,100000,3046,1.267772086
baseline,riblt,10,0.97,100000,3046,1.155883776
baseline,riblt,10,0.97,100000,3046,1.247668984
baseline,riblt,11,0.97,100000,3046,1.143992188
baseline,riblt,11,0.97,100000,3046,1.171733963
baseline,riblt,12,0.97,100000,3046,1.141506258
baseline,riblt,12,0.97,100000,3046,1.149537093
baseline,riblt,13,0.97,100000,3046,1.182163423
baseline,riblt,13,0.97,100000,3046,1.213886707
baseline,riblt,14,0.97,100000,3046,1.157933682
baseline,riblt,14,0.97,100000,3046,1.131754325
baseline,riblt,15,0.97,100000,3046,1.216161574
baseline,riblt,15,0.97,100000,3046,1.301827781
baseline,riblt,16,0.97,100000,3046,1.129480573
baseline,riblt,16,0.97,100000,3046,1.27371382
baseline,riblt,17,0.97,100000,3046,1.243472985
baseline,riblt,17,0.97,100000,3046,1.215116398
baseline,riblt,18,0.97,100000,3046,1.187545802
baseline,riblt,18,0.97,100000,3046,1.304628272
baseline,riblt,19,0.97,100000,3046,1.166590009
baseline,riblt,19,0.97,100000,3046,1.217158064
baseline,riblt,20,0.97,100000,3046,1.219035814
baseline,riblt,20,0.97,100000,3046,1.239652946
baseline,riblt,21,0.97,100000,3046,1.166686109
baseline,riblt,21,0.97,100000,3046,1.298726265
baseline,riblt,22,0.97,100000,3046,1.14301901
baseline,riblt,22,0.97,100000,3046,1.304642794
baseline,riblt,23,0.97,100000,3046,1.16717744
baseline,riblt,23,0.97,100000,3046,1.285027813
baseline,riblt,24,0.97,100000,3046,1.164468228
baseline,riblt,24,0.97,100000,3046,1.298337526
baseline,riblt,25,0.97,100000,3046,1.153987503
baseline,riblt,25,0.97,100000,3046,1.285959842
baseline,riblt,26,0.97,100000,3046,1.219520227
baseline,riblt,26,0.97,100000,3046,1.29488157
baseline,riblt,27,0.97,100000,3046,1.163669939
baseline,riblt,27,0.97,100000,3046,1.236388211
baseline,riblt,28,0.97,100000,3046,1.132727131
baseline,riblt,28,0.97,100000,3046,1.249180121
baseline,riblt,29,0.97,100000,3046,1.148485058
baseline,riblt,29,0.97,100000,3046,1.205223584
baseline,riblt,30,0.97,100000,3046,1.158824982
baseline,riblt,30,0.97,100000,3046,1.179290207
baseline,riblt,1,0.99,100000,1006,0.963115778
baseline,riblt,1,0.99,100000,1006,1.015602718
baseline,riblt,2,0.99,100000,1006,0.978793877
baseline,riblt,2,0.99,100000,1006,1.024402713
baseline,riblt,3,0.99,100000,1006,0.993854648
baseline,riblt,3,0.99,100000,1006,1.063898625
baseline,riblt,4,0.99,100000,1006,0.989309241
baseline,riblt,4,0.99,100000,1006,1.037900926
baseline,riblt,5,0.99,100000,1006,1.024801435
baseline,riblt,5,0.99,100000,1006,0.97328417
baseline,riblt,6,0.99,100000,1006,0.996948753
baseline,riblt,6,0.99,100000,1006,1.026769141
baseline,riblt,7,0.99,100000,1006,1.042956731
baseline,riblt,7,0.99,100000,1006,1.06756871
baseline,riblt,8,0.99,100000,1006,1.034925268
baseline,riblt,8,0.99,100000,1006,1.053417201
baseline,riblt,9,0.99,100000,1006,0.968336616
baseline,riblt,9,0.99,100000,1006,1.071073412
baseline,riblt,10,0.99,100000,1006,0.977150928
baseline,riblt,10,0.99,100000,1006,1.034679427
baseline,riblt,11,0.99,100000,1006,0.967711396
baseline,riblt,11,0.99,100000,1006,0.989424965
baseline,riblt,12,0.99,100000,1006,0.966297391
baseline,riblt,12,0.99,100000,1006,1.03742691
baseline,riblt,13,0.99,100000,1006,0.954222819
baseline,riblt,13,0.99,100000,1006,1.030944946
baseline,riblt,14,0.99,100000,1006,1.009369872
baseline,riblt,14,0.99,100000,1006,0.986924228
baseline,riblt,15,0.99,100000,1006,1.007700736
baseline,riblt,15,0.99,100000,1006,0.980336454
baseline,riblt,16,0.99,100000,1006,0.977853528
baseline,riblt,16,0.99,100000,1006,1.057116058
baseline,riblt,17,0.99,100000,1006,0.96766921
baseline,riblt,17,0.99,100000,1006,1.028615529
baseline,riblt,18,0.99,100000,1006,0.999932156
baseline,riblt,18,0.99,100000,1006,1.115208454
baseline,riblt,19,0.99,100000,1006,0.934732855
baseline,riblt,19,0.99,100000,1006,1.027251459
baseline,riblt,20,0.99,100000,1006,0.974784773
baseline,riblt,20,0.99,100000,1006,1.048669109
baseline,riblt,21,0.99,100000,1006,0.964894557
baseline,riblt,21,0.99,100000,1006,1.065972553
baseline,riblt,22,0.99,100000,1006,1.011843226
baseline,riblt,22,0.99,100000,1006,1.048477255
baseline,riblt,23,0.99,100000,1006,0.994546138
baseline,riblt,23,0.99,100000,1006,0.987208199
baseline,riblt,24,0.99,100000,1006,0.974443737
baseline,riblt,24,0.99,100000,1006,0.998911983
baseline,riblt,25,0.99,100000,1006,1.017887634
baseline,riblt,25,0.99,100000,1006,1.070328828
baseline,riblt,26,0.99,100000,1006,1.014372735
baseline,riblt,26,0.99,100000,1006,1.098042525
baseline,riblt,27,0.99,100000,1006,0.987932172
baseline,riblt,27,0.99,100000,1006,1.072881874
baseline,riblt,28,0.99,100000,1006,0.989686025
baseline,riblt,28,0.99,100000,1006,1.064039066
baseline,riblt,29,0.99,100000,1006,0.972946479
baseline,riblt,29,0.99,100000,1006,0.963382141
baseline,riblt,30,0.99,100000,1006,0.978929846
baseline,riblt,30,0.99,100000,1006,1.075147522
baseline,riblt,1,1.0,100000,0,0.352373083
baseline,riblt,1,1.0,100000,0,0.362807572
baseline,riblt,2,1.0,100000,0,0.335711899
baseline,riblt,2,1.0,100000,0,0.3516658
baseline,riblt,3,1.0,100000,0,0.316169416
baseline,riblt,3,1.0,100000,0,0.38843078
baseline,riblt,4,1.0,100000,0,0.383646238
baseline,riblt,4,1.0,100000,0,0.360873249
baseline,riblt,5,1.0,100000,0,0.318880792
baseline,riblt,5,1.0,100000,0,0.342180454
baseline,riblt,6,1.0,100000,0,0.34309712
baseline,riblt,6,1.0,100000,0,0.344708357
baseline,riblt,7,1.0,100000,0,0.309385039
baseline,riblt,7,1.0,100000,0,0.355520686
baseline,riblt,8,1.0,100000,0,0.321218168
baseline,riblt,8,1.0,100000,0,0.365800128
baseline,riblt,9,1.0,100000,0,0.320749184
baseline,riblt,9,1.0,100000,0,0.311567158
baseline,riblt,10,1.0,100000,0,0.351832929
baseline,riblt,10,1.0,100000,0,0.355011823
baseline,riblt,11,1.0,100000,0,0.360127204
baseline,riblt,11,1.0,100000,0,0.338546684
baseline,riblt,12,1.0,100000,0,0.307521046
baseline,riblt,12,1.0,100000,0,0.343899665
baseline,riblt,13,1.0,100000,0,0.336629752
baseline,riblt,13,1.0,100000,0,0.332221165
baseline,riblt,14,1.0,100000,0,0.345403696
baseline,riblt,14,1.0,100000,0,0.357059917
baseline,riblt,15,1.0,100000,0,0.325808133
baseline,riblt,15,1.0,100000,0,0.351953825
baseline,riblt,16,1.0,100000,0,0.332133374
baseline,riblt,16,1.0,100000,0,0.353841773
baseline,riblt,17,1.0,100000,0,0.319562931
baseline,riblt,17,1.0,100000,0,0.326960793
baseline,riblt,18,1.0,100000,0,0.314494203
baseline,riblt,18,1.0,100000,0,0.35959187
baseline,riblt,19,1.0,100000,0,0.34062467
baseline,riblt,19,1.0,100000,0,0.366958584
baseline,riblt,20,1.0,100000,0,0.324105404
baseline,riblt,20,1.0,100000,0,0.318053871
baseline,riblt,21,1.0,100000,0,0.345531924
baseline,riblt,21,1.0,100000,0,0.328561763
baseline,riblt,22,1.0,100000,0,0.319084937
baseline,riblt,22,1.0,100000,0,0.360475432
baseline,riblt,23,1.0,100000,0,0.350319469
baseline,riblt,23,1.0,100000,0,0.31629052
baseline,riblt,24,1.0,100000,0,0.308432892
baseline,riblt,24,1.0,100000,0,0.365080972
baseline,riblt,25,1.0,100000,0,0.355062806
baseline,riblt,25,1.0,100000,0,0.3337664
baseline,riblt,26,1.0,100000,0,0.350584587
baseline,riblt,26,1.0,100000,0,0.30820975
baseline,riblt,27,1.0,100000,0,0.339411318
baseline,riblt,27,1.0,100000,0,0.306026025
baseline,riblt,28,1.0,100000,0,0.333846508
baseline,riblt,28,1.0,100000,0,0.343262223
baseline,riblt,29,1.0,100000,0,0.294922526
baseline,riblt,29,1.0,100000,0,0.334941479
baseline,riblt,30,1.0,100000,0,0.308782238
baseline,riblt,30,1.0,100000,0,0.311137005
