run_id,protocol,trial,similarity,iteration,cpu_round_seconds,similarity_numeric,cpu_round_ms
sweep_merkle_n100000_sim60_t3,merkle,3,0.6,1,1.626609,0.6,1626.609
sweep_merkle_n100000_sim60_t30,merkle,30,0.6,1,1.449039,0.6,1449.039
sweep_merkle_n100000_sim60_t4,merkle,4,0.6,1,1.697744,0.6,1697.744
sweep_merkle_n100000_sim60_t5,merkle,5,0.6,1,1.571075,0.6,1571.075
sweep_merkle_n100000_sim60_t6,merkle,6,0.6,1,1.6388360000000002,0.6,1638.8360000000002
sweep_merkle_n100000_sim60_t7,merkle,7,0.6,1,1.64227,0.6,1642.27
sweep_merkle_n100000_sim60_t8,merkle,8,0.6,1,1.645654,0.6,1645.654
sweep_merkle_n100000_sim60_t9,merkle,9,0.6,1,1.6457190000000002,0.6,1645.719
sweep_merkle_n100000_sim70_t1,merkle,1,0.7,1,1.480719,0.7,1480.7189999999998
sweep_merkle_n100000_sim70_t10,merkle,10,0.7,1,1.486261,0.7,1486.261
sweep_merkle_n100000_sim70_t11,merkle,11,0.7,1,1.452225,0.7,1452.2250000000001
sweep_merkle_n100000_sim70_t12,merkle,12,0.7,1,1.5135930000000002,0.7,1513.5930000000003
sweep_merkle_n100000_sim70_t13,merkle,13,0.7,1,1.420679,0.7,1420.679
sweep_merkle_n100000_sim70_t14,merkle,14,0.7,1,1.42548,0.7,1425.48
sweep_merkle_n100000_sim70_t15,merkle,15,0.7,1,1.478992,0.7,1478.9920000000002
sweep_merkle_n100000_sim70_t16,merkle,16,0.7,1,1.444346,0.7,1444.346
sweep_merkle_n100000_sim70_t17,merkle,17,0.7,1,1.456811,0.7,1456.8110000000001
sweep_merkle_n100000_sim70_t18,merkle,18,0.7,1,1.49852,0.7,1498.52
sweep_merkle_n100000_sim70_t19,merkle,19,0.7,1,1.439125,0.7,1439.125
sweep_merkle_n100000_sim70_t2,merkle,2,0.7,1,1.408153,0.7,1408.153
sweep_merkle_n100000_sim70_t20,merkle,20,0.7,1,1.432564,0.7,1432.5639999999999
sweep_merkle_n100000_sim70_t21,merkle,21,0.7,1,1.468927,0.7,1468.9270000000001
sweep_merkle_n100000_sim70_t22,merkle,22,0.7,1,1.443026,0.7,1443.0259999999998
sweep_merkle_n100000_sim70_t23,merkle,23,0.7,1,1.465113,0.7,1465.113
sweep_merkle_n100000_sim70_t24,merkle,24,0.7,1,1.686872,0.7,1686.8719999999998
sweep_merkle_n100000_sim70_t25,merkle,25,0.7,1,1.442056,0.7,1442.056
sweep_merkle_n100000_sim70_t26,merkle,26,0.7,1,1.421564,0.7,1421.564
sweep_merkle_n100000_sim70_t27,merkle,27,0.7,1,1.759718,0.7,1759.7179999999998
sweep_merkle_n100000_sim70_t28,merkle,28,0.7,1,1.525243,0.7,1525.243
sweep_merkle_n100000_sim70_t29,merkle,29,0.7,1,1.514026,0.7,1514.026
sweep_merkle_n100000_sim70_t3,merkle,3,0.7,1,1.673145,0.7,1673.1450000000002
sweep_merkle_n100000_sim70_t30,merkle,30,0.7,1,1.441995,0.7,1441.995
sweep_merkle_n100000_sim70_t4,merkle,4,0.7,1,1.430801,0.7,1430.801
sweep_merkle_n100000_sim70_t5,merkle,5,0.7,1,1.46521,0.7,1465.2099999999998
sweep_merkle_n100000_sim70_t6,merkle,6,0.7,1,1.4301890000000002,0.7,1430.189
