run_id,protocol,trial,similarity,iteration,rss_memory_bytes,similarity_numeric,rss_memory_mb
sweep_merkle_n100000_sim50_t24,merkle,24,0.5,1,356413440,0.5,339.90234375
sweep_merkle_n100000_sim50_t25,merkle,25,0.5,1,352120832,0.5,335.80859375
sweep_merkle_n100000_sim50_t26,merkle,26,0.5,1,348880896,0.5,332.71875
sweep_merkle_n100000_sim50_t27,merkle,27,0.5,1,395018240,0.5,376.71875
sweep_merkle_n100000_sim50_t28,merkle,28,0.5,1,389840896,0.5,371.78125
sweep_merkle_n100000_sim50_t29,merkle,29,0.5,1,401547264,0.5,382.9453125
sweep_merkle_n100000_sim50_t3,merkle,3,0.5,1,325660672,0.5,310.57421875
sweep_merkle_n100000_sim50_t30,merkle,30,0.5,1,376590336,0.5,359.14453125
sweep_merkle_n100000_sim50_t4,merkle,4,0.5,1,387313664,0.5,369.37109375
sweep_merkle_n100000_sim50_t5,merkle,5,0.5,1,344633344,0.5,328.66796875
sweep_merkle_n100000_sim50_t6,merkle,6,0.5,1,357441536,0.5,340.8828125
sweep_merkle_n100000_sim50_t7,merkle,7,0.5,1,331911168,0.5,316.53515625
sweep_merkle_n100000_sim50_t8,merkle,8,0.5,1,325091328,0.5,310.03125
sweep_merkle_n100000_sim50_t9,merkle,9,0.5,1,344662016,0.5,328.6953125
sweep_merkle_n100000_sim60_t1,merkle,1,0.6,1,357314560,0.6,340.76171875
sweep_merkle_n100000_sim60_t10,merkle,10,0.6,1,347635712,0.6,331.53125
sweep_merkle_n100000_sim60_t11,merkle,11,0.6,1,340439040,0.6,324.66796875
sweep_merkle_n100000_sim60_t12,merkle,12,0.6,1,335831040,0.6,320.2734375
sweep_merkle_n100000_sim60_t13,merkle,13,0.6,1,329494528,0.6,314.23046875
sweep_merkle_n100000_sim60_t14,merkle,14,0.6,1,364736512,0.6,347.83984375
sweep_merkle_n100000_sim60_t15,merkle,15,0.6,1,359657472,0.6,342.99609375
sweep_merkle_n100000_sim60_t16,merkle,16,0.6,1,353411072,0.6,337.0390625
sweep_merkle_n100000_sim60_t17,merkle,17,0.6,1,311332864,0.6,296.91015625
sweep_merkle_n100000_sim60_t18,merkle,18,0.6,1,360779776,0.6,344.06640625
sweep_merkle_n100000_sim60_t19,merkle,19,0.6,1,340340736,0.6,324.57421875
sweep_merkle_n100000_sim60_t2,merkle,2,0.6,1,329052160,0.6,313.80859375
sweep_merkle_n100000_sim60_t20,merkle,20,0.6,1,352043008,0.6,335.734375
sweep_merkle_n100000_sim60_t21,merkle,21,0.6,1,311394304,0.6,296.96875
sweep_merkle_n100000_sim60_t22,merkle,22,0.6,1,360628224,0.6,343.921875
sweep_merkle_n100000_sim60_t23,merkle,23,0.6,1,363905024,0.6,347.046875
sweep_merkle_n100000_sim60_t24,merkle,24,0.6,1,349642752,0.6,333.4453125
sweep_merkle_n100000_sim60_t25,merkle,25,0.6,1,358006784,0.6,341.421875
sweep_merkle_n100000_sim60_t26,merkle,26,0.6,1,364830720,0.6,347.9296875
sweep_merkle_n100000_sim60_t27,merkle,27,0.6,1,365150208,0.6,348.234375
sweep_merkle_n100000_sim60_t28,merkle,28,0.6,1,342003712,0.6,326.16015625
sweep_merkle_n100000_sim60_t29,merkle,29,0.6,1,355340288,0.6,338.87890625
sweep_merkle_n100000_sim60_t3,merkle,3,0.6,1,360448000,0.6,343.75
sweep_merkle_n100000_sim60_t30,merkle,30,0.6,1,325996544,0.6,310.89453125
sweep_merkle_n100000_sim60_t4,merkle,4,0.6,1,332292096,0.6,316.8984375
sweep_merkle_n100000_sim60_t5,merkle,5,0.6,1,329805824,0.6,314.52734375
sweep_merkle_n100000_sim60_t6,merkle,6,0.6,1,343900160,0.6,327.96875
sweep_merkle_n100000_sim60_t7,merkle,7,0.6,1,341934080,0.6,326.09375
sweep_merkle_n100000_sim60_t8,merkle,8,0.6,1,345714688,0.6,329.69921875
sweep_merkle_n100000_sim60_t9,merkle,9,0.6,1,348774400,0.6,332.6171875
sweep_merkle_n100000_sim70_t1,merkle,1,0.7,1,309948416,0.7,295.58984375
sweep_merkle_n100000_sim70_t10,merkle,10,0.7,1,321261568,0.7,306.37890625
sweep_merkle_n100000_sim70_t11,merkle,11,0.7,1,293720064,0.7,280.11328125
sweep_merkle_n100000_sim70_t12,merkle,12,0.7,1,323461120,0.7,308.4765625
sweep_merkle_n100000_sim70_t13,merkle,13,0.7,1,334315520,0.7,318.828125
sweep_merkle_n100000_sim70_t14,merkle,14,0.7,1,345153536,0.7,329.1640625
sweep_merkle_n100000_sim70_t15,merkle,15,0.7,1,304435200,0.7,290.33203125
sweep_merkle_n100000_sim70_t16,merkle,16,0.7,1,347615232,0.7,331.51171875
sweep_merkle_n100000_sim70_t17,merkle,17,0.7,1,311050240,0.7,296.640625
sweep_merkle_n100000_sim70_t18,merkle,18,0.7,1,341262336,0.7,325.453125
sweep_merkle_n100000_sim70_t19,merkle,19,0.7,1,306954240,0.7,292.734375
sweep_merkle_n100000_sim70_t2,merkle,2,0.7,1,296734720,0.7,282.98828125
sweep_merkle_n100000_sim70_t20,merkle,20,0.7,1,304861184,0.7,290.73828125
sweep_merkle_n100000_sim70_t21,merkle,21,0.7,1,322756608,0.7,307.8046875
sweep_merkle_n100000_sim70_t22,merkle,22,0.7,1,323059712,0.7,308.09375
sweep_merkle_n100000_sim70_t23,merkle,23,0.7,1,333320192,0.7,317.87890625
sweep_merkle_n100000_sim70_t24,merkle,24,0.7,1,347516928,0.7,331.41796875
sweep_merkle_n100000_sim70_t25,merkle,25,0.7,1,303452160,0.7,289.39453125
sweep_merkle_n100000_sim70_t26,merkle,26,0.7,1,323653632,0.7,308.66015625
sweep_merkle_n100000_sim70_t27,merkle,27,0.7,1,333832192,0.7,318.3671875
sweep_merkle_n100000_sim70_t28,merkle,28,0.7,1,320417792,0.7,305.57421875
sweep_merkle_n100000_sim70_t29,merkle,29,0.7,1,312795136,0.7,298.3046875
sweep_merkle_n100000_sim70_t3,merkle,3,0.7,1,339017728,0.7,323.3125
sweep_merkle_n100000_sim70_t30,merkle,30,0.7,1,332722176,0.7,317.30859375
sweep_merkle_n100000_sim70_t4,merkle,4,0.7,1,293511168,0.7,279.9140625
sweep_merkle_n100000_sim70_t5,merkle,5,0.7,1,328957952,0.7,313.71875
sweep_merkle_n100000_sim70_t6,merkle,6,0.7,1,284024832,0.7,270.8671875
sweep_merkle_n100000_sim70_t7,merkle,7,0.7,1,331161600,0.7,315.8203125
sweep_merkle_n100000_sim70_t8,merkle,8,0.7,1,321548288,0.7,306.65234375
sweep_merkle_n100000_sim70_t9,merkle,9,0.7,1,319590400,0.7,304.78515625
sweep_merkle_n100000_sim75_t1,merkle,1,0.75,1,313991168,0.75,299.4453125
sweep_merkle_n100000_sim75_t10,merkle,10,0.75,1,325603328,0.75,310.51953125
sweep_merkle_n100000_sim75_t11,merkle,11,0.75,1,304967680,0.75,290.83984375
sweep_merkle_n100000_sim75_t12,merkle,12,0.75,1,292577280,0.75,279.0234375
sweep_merkle_n100000_sim75_t13,merkle,13,0.75,1,297758720,0.75,283.96484375
sweep_merkle_n100000_sim75_t14,merkle,14,0.75,1,311304192,0.75,296.8828125
sweep_merkle_n100000_sim75_t15,merkle,15,0.75,1,295178240,0.75,281.50390625
sweep_merkle_n100000_sim75_t16,merkle,16,0.75,1,303034368,0.75,288.99609375
sweep_merkle_n100000_sim75_t17,merkle,17,0.75,1,325578752,0.75,310.49609375
sweep_merkle_n100000_sim75_t18,merkle,18,0.75,1,305790976,0.75,291.625
