run_dir,iteration,scom_size,protocol,trial,similarity,run_id
sweep_rbf_riblt_n100000_sim05_t21,1,9858,rbf_riblt,21,0.05,sweep_rbf_riblt_n100000_sim05_t21
sweep_rbf_riblt_n100000_sim05_t22,1,12460,rbf_riblt,22,0.05,sweep_rbf_riblt_n100000_sim05_t22
sweep_rbf_riblt_n100000_sim05_t22,1,9874,rbf_riblt,22,0.05,sweep_rbf_riblt_n100000_sim05_t22
sweep_rbf_riblt_n100000_sim05_t23,1,12313,rbf_riblt,23,0.05,sweep_rbf_riblt_n100000_sim05_t23
sweep_rbf_riblt_n100000_sim05_t23,1,9916,rbf_riblt,23,0.05,sweep_rbf_riblt_n100000_sim05_t23
sweep_rbf_riblt_n100000_sim05_t24,1,12357,rbf_riblt,24,0.05,sweep_rbf_riblt_n100000_sim05_t24
sweep_rbf_riblt_n100000_sim05_t24,1,9875,rbf_riblt,24,0.05,sweep_rbf_riblt_n100000_sim05_t24
sweep_rbf_riblt_n100000_sim05_t25,1,12406,rbf_riblt,25,0.05,sweep_rbf_riblt_n100000_sim05_t25
sweep_rbf_riblt_n100000_sim05_t25,1,9894,rbf_riblt,25,0.05,sweep_rbf_riblt_n100000_sim05_t25
sweep_rbf_riblt_n100000_sim05_t26,1,12379,rbf_riblt,26,0.05,sweep_rbf_riblt_n100000_sim05_t26
sweep_rbf_riblt_n100000_sim05_t26,1,9840,rbf_riblt,26,0.05,sweep_rbf_riblt_n100000_sim05_t26
sweep_rbf_riblt_n100000_sim05_t27,1,12301,rbf_riblt,27,0.05,sweep_rbf_riblt_n100000_sim05_t27
sweep_rbf_riblt_n100000_sim05_t27,1,9896,rbf_riblt,27,0.05,sweep_rbf_riblt_n100000_sim05_t27
sweep_rbf_riblt_n100000_sim05_t28,1,12262,rbf_riblt,28,0.05,sweep_rbf_riblt_n100000_sim05_t28
sweep_rbf_riblt_n100000_sim05_t28,1,9888,rbf_riblt,28,0.05,sweep_rbf_riblt_n100000_sim05_t28
sweep_rbf_riblt_n100000_sim05_t29,1,12298,rbf_riblt,29,0.05,sweep_rbf_riblt_n100000_sim05_t29
sweep_rbf_riblt_n100000_sim05_t29,1,9909,rbf_riblt,29,0.05,sweep_rbf_riblt_n100000_sim05_t29
sweep_rbf_riblt_n100000_sim05_t30,1,12286,rbf_riblt,30,0.05,sweep_rbf_riblt_n100000_sim05_t30
sweep_rbf_riblt_n100000_sim05_t30,1,9863,rbf_riblt,30,0.05,sweep_rbf_riblt_n100000_sim05_t30
sweep_rbf_riblt_n100000_sim10_t1,1,20737,rbf_riblt,1,0.1,sweep_rbf_riblt_n100000_sim10_t1
sweep_rbf_riblt_n100000_sim10_t1,1,18849,rbf_riblt,1,0.1,sweep_rbf_riblt_n100000_sim10_t1
sweep_rbf_riblt_n100000_sim10_t2,1,20701,rbf_riblt,2,0.1,sweep_rbf_riblt_n100000_sim10_t2
sweep_rbf_riblt_n100000_sim10_t2,1,18843,rbf_riblt,2,0.1,sweep_rbf_riblt_n100000_sim10_t2
sweep_rbf_riblt_n100000_sim10_t3,1,20667,rbf_riblt,3,0.1,sweep_rbf_riblt_n100000_sim10_t3
sweep_rbf_riblt_n100000_sim10_t3,1,18853,rbf_riblt,3,0.1,sweep_rbf_riblt_n100000_sim10_t3
sweep_rbf_riblt_n100000_sim10_t4,1,20698,rbf_riblt,4,0.1,sweep_rbf_riblt_n100000_sim10_t4
sweep_rbf_riblt_n100000_sim10_t4,1,18798,rbf_riblt,4,0.1,sweep_rbf_riblt_n100000_sim10_t4
sweep_rbf_riblt_n100000_sim10_t5,1,20673,rbf_riblt,5,0.1,sweep_rbf_riblt_n100000_sim10_t5
sweep_rbf_riblt_n100000_sim10_t5,1,18788,rbf_riblt,5,0.1,sweep_rbf_riblt_n100000_sim10_t5
sweep_rbf_riblt_n100000_sim10_t6,1,20737,rbf_riblt,6,0.1,sweep_rbf_riblt_n100000_sim10_t6
sweep_rbf_riblt_n100000_sim10_t6,1,18815,rbf_riblt,6,0.1,sweep_rbf_riblt_n100000_sim10_t6
sweep_rbf_riblt_n100000_sim10_t7,1,20759,rbf_riblt,7,0.1,sweep_rbf_riblt_n100000_sim10_t7
sweep_rbf_riblt_n100000_sim10_t7,1,18851,rbf_riblt,7,0.1,sweep_rbf_riblt_n100000_sim10_t7
sweep_rbf_riblt_n100000_sim10_t8,1,20687,rbf_riblt,8,0.1,sweep_rbf_riblt_n100000_sim10_t8
sweep_rbf_riblt_n100000_sim10_t8,1,18829,rbf_riblt,8,0.1,sweep_rbf_riblt_n100000_sim10_t8
sweep_rbf_riblt_n100000_sim10_t9,1,20625,rbf_riblt,9,0.1,sweep_rbf_riblt_n100000_sim10_t9
sweep_rbf_riblt_n100000_sim10_t9,1,18813,rbf_riblt,9,0.1,sweep_rbf_riblt_n100000_sim10_t9
sweep_rbf_riblt_n100000_sim10_t10,1,20754,rbf_riblt,10,0.1,sweep_rbf_riblt_n100000_sim10_t10
sweep_rbf_riblt_n100000_sim10_t10,1,18815,rbf_riblt,10,0.1,sweep_rbf_riblt_n100000_sim10_t10
sweep_rbf_riblt_n100000_sim10_t11,1,20713,rbf_riblt,11,0.1,sweep_rbf_riblt_n100000_sim10_t11
sweep_rbf_riblt_n100000_sim10_t11,1,18833,rbf_riblt,11,0.1,sweep_rbf_riblt_n100000_sim10_t11
sweep_rbf_riblt_n100000_sim10_t12,1,20722,rbf_riblt,12,0.1,sweep_rbf_riblt_n100000_sim10_t12
sweep_rbf_riblt_n100000_sim10_t12,1,18814,rbf_riblt,12,0.1,sweep_rbf_riblt_n100000_sim10_t12
sweep_rbf_riblt_n100000_sim10_t13,1,20750,rbf_riblt,13,0.1,sweep_rbf_riblt_n100000_sim10_t13
sweep_rbf_riblt_n100000_sim10_t13,1,18804,rbf_riblt,13,0.1,sweep_rbf_riblt_n100000_sim10_t13
sweep_rbf_riblt_n100000_sim10_t14,1,20711,rbf_riblt,14,0.1,sweep_rbf_riblt_n100000_sim10_t14
sweep_rbf_riblt_n100000_sim10_t14,1,18855,rbf_riblt,14,0.1,sweep_rbf_riblt_n100000_sim10_t14
sweep_rbf_riblt_n100000_sim10_t15,1,20796,rbf_riblt,15,0.1,sweep_rbf_riblt_n100000_sim10_t15
sweep_rbf_riblt_n100000_sim10_t15,1,18851,rbf_riblt,15,0.1,sweep_rbf_riblt_n100000_sim10_t15
sweep_rbf_riblt_n100000_sim10_t16,1,20653,rbf_riblt,16,0.1,sweep_rbf_riblt_n100000_sim10_t16
sweep_rbf_riblt_n100000_sim10_t16,1,18780,rbf_riblt,16,0.1,sweep_rbf_riblt_n100000_sim10_t16
sweep_rbf_riblt_n100000_sim10_t17,1,20698,rbf_riblt,17,0.1,sweep_rbf_riblt_n100000_sim10_t17
sweep_rbf_riblt_n100000_sim10_t17,1,18874,rbf_riblt,17,0.1,sweep_rbf_riblt_n100000_sim10_t17
sweep_rbf_riblt_n100000_sim10_t18,1,20693,rbf_riblt,18,0.1,sweep_rbf_riblt_n100000_sim10_t18
sweep_rbf_riblt_n100000_sim10_t18,1,18837,rbf_riblt,18,0.1,sweep_rbf_riblt_n100000_sim10_t18
sweep_rbf_riblt_n100000_sim10_t19,1,20719,rbf_riblt,19,0.1,sweep_rbf_riblt_n100000_sim10_t19
sweep_rbf_riblt_n100000_sim10_t19,1,18859,rbf_riblt,19,0.1,sweep_rbf_riblt_n100000_sim10_t19
sweep_rbf_riblt_n100000_sim10_t20,1,20750,rbf_riblt,20,0.1,sweep_rbf_riblt_n100000_sim10_t20
sweep_rbf_riblt_n100000_sim10_t20,1,18806,rbf_riblt,20,0.1,sweep_rbf_riblt_n100000_sim10_t20
sweep_rbf_riblt_n100000_sim10_t21,1,20742,rbf_riblt,21,0.1,sweep_rbf_riblt_n100000_sim10_t21
sweep_rbf_riblt_n100000_sim10_t21,1,18810,rbf_riblt,21,0.1,sweep_rbf_riblt_n100000_sim10_t21
sweep_rbf_riblt_n100000_sim10_t22,1,20793,rbf_riblt,22,0.1,sweep_rbf_riblt_n100000_sim10_t22
sweep_rbf_riblt_n100000_sim10_t22,1,18845,rbf_riblt,22,0.1,sweep_rbf_riblt_n100000_sim10_t22
sweep_rbf_riblt_n100000_sim10_t23,1,20676,rbf_riblt,23,0.1,sweep_rbf_riblt_n100000_sim10_t23
sweep_rbf_riblt_n100000_sim10_t23,1,18855,rbf_riblt,23,0.1,sweep_rbf_riblt_n100000_sim10_t23
sweep_rbf_riblt_n100000_sim10_t24,1,20765,rbf_riblt,24,0.1,sweep_rbf_riblt_n100000_sim10_t24
sweep_rbf_riblt_n100000_sim10_t24,1,18794,rbf_riblt,24,0.1,sweep_rbf_riblt_n100000_sim10_t24
sweep_rbf_riblt_n100000_sim10_t25,1,20723,rbf_riblt,25,0.1,sweep_rbf_riblt_n100000_sim10_t25
sweep_rbf_riblt_n100000_sim10_t25,1,18833,rbf_riblt,25,0.1,sweep_rbf_riblt_n100000_sim10_t25
sweep_rbf_riblt_n100000_sim10_t26,1,20811,rbf_riblt,26,0.1,sweep_rbf_riblt_n100000_sim10_t26
sweep_rbf_riblt_n100000_sim10_t26,1,18881,rbf_riblt,26,0.1,sweep_rbf_riblt_n100000_sim10_t26
sweep_rbf_riblt_n100000_sim10_t27,1,20769,rbf_riblt,27,0.1,sweep_rbf_riblt_n100000_sim10_t27
sweep_rbf_riblt_n100000_sim10_t27,1,18822,rbf_riblt,27,0.1,sweep_rbf_riblt_n100000_sim10_t27
sweep_rbf_riblt_n100000_sim10_t28,1,20685,rbf_riblt,28,0.1,sweep_rbf_riblt_n100000_sim10_t28
sweep_rbf_riblt_n100000_sim10_t28,1,18798,rbf_riblt,28,0.1,sweep_rbf_riblt_n100000_sim10_t28
sweep_rbf_riblt_n100000_sim10_t29,1,20735,rbf_riblt,29,0.1,sweep_rbf_riblt_n100000_sim10_t29
sweep_rbf_riblt_n100000_sim10_t29,1,18815,rbf_riblt,29,0.1,sweep_rbf_riblt_n100000_sim10_t29
sweep_rbf_riblt_n100000_sim10_t30,1,20731,rbf_riblt,30,0.1,sweep_rbf_riblt_n100000_sim10_t30
sweep_rbf_riblt_n100000_sim10_t30,1,18855,rbf_riblt,30,0.1,sweep_rbf_riblt_n100000_sim10_t30
sweep_rbf_riblt_n100000_sim20_t1,1,37551,rbf_riblt,1,0.2,sweep_rbf_riblt_n100000_sim20_t1
