run_id,protocol,trial,similarity,bytes_sent,transmitted_bytes,similarity_numeric
sweep_merkle_n100000_sim60_t4,merkle,4,0.6,33125634.0,33125634.0,0.6
sweep_merkle_n100000_sim60_t5,merkle,5,0.6,33125634.0,33125634.0,0.6
sweep_merkle_n100000_sim60_t6,merkle,6,0.6,33083248.0,33083248.0,0.6
sweep_merkle_n100000_sim60_t7,merkle,7,0.6,33125634.0,33125634.0,0.6
sweep_merkle_n100000_sim60_t8,merkle,8,0.6,33125634.0,33125634.0,0.6
sweep_merkle_n100000_sim60_t9,merkle,9,0.6,33083248.0,33083248.0,0.6
sweep_merkle_n100000_sim70_t1,merkle,1,0.7,23428064.0,23428064.0,0.7
sweep_merkle_n100000_sim70_t10,merkle,10,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t11,merkle,11,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t12,merkle,12,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t13,merkle,13,0.7,23440524.0,23440524.0,0.7
sweep_merkle_n100000_sim70_t14,merkle,14,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t15,merkle,15,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t16,merkle,16,0.7,23440524.0,23440524.0,0.7
sweep_merkle_n100000_sim70_t17,merkle,17,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t18,merkle,18,0.7,23440524.0,23440524.0,0.7
sweep_merkle_n100000_sim70_t19,merkle,19,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t2,merkle,2,0.7,23301868.0,23301868.0,0.7
sweep_merkle_n100000_sim70_t20,merkle,20,0.7,23440524.0,23440524.0,0.7
sweep_merkle_n100000_sim70_t21,merkle,21,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t22,merkle,22,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t23,merkle,23,0.7,23440524.0,23440524.0,0.7
sweep_merkle_n100000_sim70_t24,merkle,24,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t25,merkle,25,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t26,merkle,26,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t27,merkle,27,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t28,merkle,28,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t29,merkle,29,0.7,23440524.0,23440524.0,0.7
sweep_merkle_n100000_sim70_t3,merkle,3,0.7,23428064.0,23428064.0,0.7
sweep_merkle_n100000_sim70_t30,merkle,30,0.7,23569248.0,23569248.0,0.7
sweep_merkle_n100000_sim70_t4,merkle,4,0.7,23428064.0,23428064.0,0.7
sweep_merkle_n100000_sim70_t5,merkle,5,0.7,23428064.0,23428064.0,0.7
sweep_merkle_n100000_sim70_t6,merkle,6,0.7,23428064.0,23428064.0,0.7
sweep_merkle_n100000_sim70_t7,merkle,7,0.7,23428064.0,23428064.0,0.7
sweep_merkle_n100000_sim70_t8,merkle,8,0.7,23428064.0,23428064.0,0.7
sweep_merkle_n100000_sim70_t9,merkle,9,0.7,23428064.0,23428064.0,0.7
sweep_merkle_n100000_sim75_t1,merkle,1,0.75,18766514.0,18766514.0,0.75
sweep_merkle_n100000_sim75_t10,merkle,10,0.75,19080236.0,19080236.0,0.75
sweep_merkle_n100000_sim75_t11,merkle,11,0.75,19080236.0,19080236.0,0.75
sweep_merkle_n100000_sim75_t12,merkle,12,0.75,18876806.0,18876806.0,0.75
sweep_merkle_n100000_sim75_t13,merkle,13,0.75,18876806.0,18876806.0,0.75
sweep_merkle_n100000_sim75_t14,merkle,14,0.75,18876806.0,18876806.0,0.75
sweep_merkle_n100000_sim75_t15,merkle,15,0.75,18876806.0,18876806.0,0.75
sweep_merkle_n100000_sim75_t16,merkle,16,0.75,19080236.0,19080236.0,0.75
sweep_merkle_n100000_sim75_t17,merkle,17,0.75,19080236.0,19080236.0,0.75
sweep_merkle_n100000_sim75_t18,merkle,18,0.75,19080236.0,19080236.0,0.75
sweep_merkle_n100000_sim75_t19,merkle,19,0.75,19080236.0,19080236.0,0.75
sweep_merkle_n100000_sim75_t2,merkle,2,0.75,18965948.0,18965948.0,0.75
