iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,1673,1,"127.0.0.1:9001","merkle","sweep_merkle_n100000_sim100_t5","5","1","127.0.0.1:9001"
1,1676,1,"127.0.0.1:9000","merkle","sweep_merkle_n100000_sim100_t5","5","1","127.0.0.1:9000"
