iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,4065,1,"127.0.0.1:9001","riblt","sweep_riblt_n100000_sim80_t2","2","0.80","127.0.0.1:9001"
1,4069,1,"127.0.0.1:9000","riblt","sweep_riblt_n100000_sim80_t2","2","0.80","127.0.0.1:9000"
