iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,3688,6628264,"127.0.0.1:9000","rbf_riblt","sweep_rbf_riblt_n100000_sim40_t4","4","0.40","127.0.0.1:9000"
1,3704,8017432,"127.0.0.1:9001","rbf_riblt","sweep_rbf_riblt_n100000_sim40_t4","4","0.40","127.0.0.1:9001"
