iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,3607,2.1876610000000003,"127.0.0.1:9000","rbf_riblt","sweep_rbf_riblt_n100000_sim10_t23","23","0.10","127.0.0.1:9000"
1,3722,0.13370099999999985,"127.0.0.1:9001","rbf_riblt","sweep_rbf_riblt_n100000_sim10_t23","23","0.10","127.0.0.1:9001"
