iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,2928,4.7476199999999995,"127.0.0.1:9000","riblt","sweep_riblt_n100000_sim90_t18","18","0.90","127.0.0.1:9000"
1,3081,0.28270900000000054,"127.0.0.1:9001","riblt","sweep_riblt_n100000_sim90_t18","18","0.90","127.0.0.1:9001"
