iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,3603,1.73526256,"127.0.0.1:9000","merkle","sweep_merkle_n100000_sim30_t4","4","0.30","127.0.0.1:9000"
1,3659,1.781049254,"127.0.0.1:9001","merkle","sweep_merkle_n100000_sim30_t4","4","0.30","127.0.0.1:9001"
