iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,8124,6.661599349,"127.0.0.1:9000","merkle","sweep_merkle_n100000_sim10_t29","29","0.10","127.0.0.1:9000"
1,8489,7.000055912,"127.0.0.1:9001","merkle","sweep_merkle_n100000_sim10_t29","29","0.10","127.0.0.1:9001"
