iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,2757,99735,"127.0.0.1:9000","rbf_riblt","sweep_rbf_riblt_n100000_sim99_t24","24","0.99","127.0.0.1:9000"
1,2942,99738,"127.0.0.1:9001","rbf_riblt","sweep_rbf_riblt_n100000_sim99_t24","24","0.99","127.0.0.1:9001"
