iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,3904,44106934,"127.0.0.1:9001","","sweep_merkle_n100000_sim20_t2","2","0.20","127.0.0.1:9001"
1,3927,44106934,"127.0.0.1:9000","","sweep_merkle_n100000_sim20_t2","2","0.20","127.0.0.1:9000"
