iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,2690,0.760909742,"127.0.0.1:9000","riblt","sweep_riblt_n100000_sim97_t10","10","0.97","127.0.0.1:9000"
1,2796,0.6997355280000002,"127.0.0.1:9001","riblt","sweep_riblt_n100000_sim97_t10","10","0.97","127.0.0.1:9001"
