iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,2705,598844,"127.0.0.1:9001","","sweep_riblt_n100000_sim97_t21","21","0.97","127.0.0.1:9001"
1,2800,860968,"127.0.0.1:9000","","sweep_riblt_n100000_sim97_t21","21","0.97","127.0.0.1:9000"
