iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,8907,293,"127.0.0.1:9000","merkle","sweep_merkle_n100000_sim05_t22","22","0.05","127.0.0.1:9000"
1,9322,293,"127.0.0.1:9001","merkle","sweep_merkle_n100000_sim05_t22","22","0.05","127.0.0.1:9001"
